5964,7026c5964,7026
< ID:11, Address:0, Data:79, Time:8648
< ID:10, Address:0, Data:2, Time:8649
< ID:11, Address:0, Data:81, Time:8650
< ID:10, Address:0, Data:2, Time:8651
< ID:11, Address:0, Data:82, Time:8652
< ID:10, Address:0, Data:2, Time:8653
< ID:11, Address:0, Data:84, Time:8654
< ID:10, Address:0, Data:2, Time:8655
< ID:11, Address:0, Data:89, Time:8656
< ID:10, Address:0, Data:2, Time:8657
< ID:11, Address:0, Data:93, Time:8658
< ID:10, Address:0, Data:2, Time:8659
< ID:11, Address:0, Data:96, Time:8660
< ID:10, Address:0, Data:2, Time:8661
< ID:11, Address:0, Data:98, Time:8662
< ID:10, Address:0, Data:2, Time:8663
< ID:11, Address:0, Data:101, Time:8664
< ID:10, Address:0, Data:1, Time:8665
< ID:11, Address:0, Data:105, Time:8666
< ID:10, Address:0, Data:2, Time:8667
< ID:11, Address:0, Data:116, Time:8668
< ID:10, Address:0, Data:2, Time:8669
< ID:11, Address:0, Data:117, Time:8670
< ID:10, Address:0, Data:1, Time:8671
< ID:11, Address:0, Data:120, Time:8672
< ID:10, Address:0, Data:2, Time:8673
< ID:11, Address:0, Data:133, Time:8674
< ID:10, Address:0, Data:2, Time:8675
< ID:11, Address:0, Data:135, Time:8676
< ID:10, Address:0, Data:2, Time:8677
< ID:11, Address:0, Data:142, Time:8678
< ID:10, Address:0, Data:1, Time:8679
< ID:11, Address:0, Data:145, Time:8680
< ID:10, Address:0, Data:1, Time:8681
< ID:11, Address:0, Data:154, Time:8682
< ID:10, Address:0, Data:2, Time:8683
< ID:11, Address:0, Data:155, Time:8684
< ID:10, Address:0, Data:2, Time:8685
< ID:11, Address:0, Data:159, Time:8686
< ID:10, Address:0, Data:2, Time:8687
< ID:11, Address:0, Data:162, Time:8688
< ID:10, Address:0, Data:1, Time:8689
< ID:11, Address:0, Data:181, Time:8690
< ID:10, Address:0, Data:2, Time:8691
< ID:11, Address:0, Data:183, Time:8692
< ID:10, Address:0, Data:2, Time:8693
< ID:11, Address:0, Data:189, Time:8694
< ID:10, Address:0, Data:2, Time:8695
< ID:11, Address:0, Data:202, Time:8696
< ID:10, Address:0, Data:3, Time:8697
< ID:11, Address:0, Data:204, Time:8698
< ID:10, Address:0, Data:2, Time:8699
< ID:11, Address:0, Data:214, Time:8700
< ID:10, Address:0, Data:2, Time:8701
< ID:11, Address:0, Data:215, Time:8702
< ID:10, Address:0, Data:2, Time:8703
< ID:11, Address:0, Data:216, Time:8704
---
> ID:11, Address:0, Data:242, Time:7948
> ID:10, Address:0, Data:127, Time:7949
> ID:12, Address:242, Data:3, Time:7950
> ID:11, Address:0, Data:245, Time:7951
> ID:10, Address:0, Data:1, Time:7952
> ID:11, Address:0, Data:247, Time:7953
> ID:10, Address:0, Data:2, Time:7954
> ID:11, Address:0, Data:248, Time:7955
> ID:10, Address:0, Data:2, Time:7956
> ID:11, Address:0, Data:250, Time:7957
> ID:10, Address:0, Data:1, Time:7958
> ID:11, Address:0, Data:254, Time:7959
> ID:10, Address:0, Data:2, Time:7960
> ID:8, Address:0, Data:3552, Time:7961
> ID:9, Address:0, Data:3570, Time:7962
> ID:11, Address:0, Data:5, Time:7963
> ID:10, Address:0, Data:2, Time:7964
> ID:11, Address:0, Data:19, Time:7965
> ID:10, Address:0, Data:2, Time:7966
> ID:11, Address:0, Data:29, Time:7967
> ID:10, Address:0, Data:1, Time:7968
> ID:11, Address:0, Data:45, Time:7969
> ID:10, Address:0, Data:2, Time:7970
> ID:11, Address:0, Data:52, Time:7971
> ID:10, Address:0, Data:2, Time:7972
> ID:11, Address:0, Data:59, Time:7973
> ID:10, Address:0, Data:2, Time:7974
> ID:11, Address:0, Data:62, Time:7975
> ID:10, Address:0, Data:2, Time:7976
> ID:11, Address:0, Data:72, Time:7977
> ID:10, Address:0, Data:2, Time:7978
> ID:11, Address:0, Data:96, Time:7979
> ID:10, Address:0, Data:2, Time:7980
> ID:11, Address:0, Data:101, Time:7981
> ID:10, Address:0, Data:1, Time:7982
> ID:11, Address:0, Data:145, Time:7983
> ID:10, Address:0, Data:1, Time:7984
> ID:11, Address:0, Data:162, Time:7985
> ID:10, Address:0, Data:1, Time:7986
> ID:11, Address:0, Data:177, Time:7987
> ID:10, Address:0, Data:2, Time:7988
> ID:11, Address:0, Data:207, Time:7989
> ID:10, Address:0, Data:2, Time:7990
> ID:11, Address:0, Data:214, Time:7991
> ID:10, Address:0, Data:2, Time:7992
> ID:11, Address:0, Data:220, Time:7993
> ID:10, Address:0, Data:1, Time:7994
> ID:11, Address:0, Data:237, Time:7995
> ID:10, Address:0, Data:2, Time:7996
> ID:11, Address:0, Data:254, Time:7997
> ID:10, Address:0, Data:2, Time:7998
> ID:8, Address:0, Data:3570, Time:7999
> ID:9, Address:0, Data:3586, Time:8000
> ID:11, Address:0, Data:10, Time:8001
> ID:10, Address:0, Data:1, Time:8002
> ID:11, Address:0, Data:19, Time:8003
> ID:10, Address:0, Data:2, Time:8004
> ID:11, Address:0, Data:29, Time:8005
> ID:10, Address:0, Data:1, Time:8006
> ID:11, Address:0, Data:45, Time:8007
> ID:10, Address:0, Data:2, Time:8008
> ID:11, Address:0, Data:75, Time:8009
> ID:10, Address:0, Data:2, Time:8010
> ID:11, Address:0, Data:96, Time:8011
> ID:10, Address:0, Data:2, Time:8012
> ID:11, Address:0, Data:98, Time:8013
> ID:10, Address:0, Data:2, Time:8014
> ID:11, Address:0, Data:142, Time:8015
> ID:10, Address:0, Data:1, Time:8016
> ID:11, Address:0, Data:145, Time:8017
> ID:10, Address:0, Data:1, Time:8018
> ID:11, Address:0, Data:155, Time:8019
> ID:10, Address:0, Data:2, Time:8020
> ID:11, Address:0, Data:170, Time:8021
> ID:10, Address:0, Data:2, Time:8022
> ID:11, Address:0, Data:195, Time:8023
> ID:10, Address:0, Data:2, Time:8024
> ID:11, Address:0, Data:231, Time:8025
> ID:10, Address:0, Data:2, Time:8026
> ID:11, Address:0, Data:240, Time:8027
> ID:10, Address:0, Data:1, Time:8028
> ID:11, Address:0, Data:250, Time:8029
> ID:10, Address:0, Data:1, Time:8030
> ID:11, Address:0, Data:254, Time:8031
> ID:10, Address:0, Data:2, Time:8032
> ID:8, Address:0, Data:3586, Time:8033
> ID:9, Address:0, Data:3594, Time:8034
> ID:11, Address:0, Data:29, Time:8035
> ID:10, Address:0, Data:1, Time:8036
> ID:11, Address:0, Data:79, Time:8037
> ID:10, Address:0, Data:2, Time:8038
> ID:11, Address:0, Data:96, Time:8039
> ID:10, Address:0, Data:2, Time:8040
> ID:11, Address:0, Data:98, Time:8041
> ID:10, Address:0, Data:2, Time:8042
> ID:11, Address:0, Data:105, Time:8043
> ID:10, Address:0, Data:2, Time:8044
> ID:11, Address:0, Data:198, Time:8045
> ID:10, Address:0, Data:1, Time:8046
> ID:11, Address:0, Data:214, Time:8047
> ID:10, Address:0, Data:2, Time:8048
> ID:11, Address:0, Data:248, Time:8049
> ID:10, Address:0, Data:2, Time:8050
> ID:8, Address:0, Data:3594, Time:8051
> ID:9, Address:0, Data:3595, Time:8052
> ID:11, Address:0, Data:10, Time:8053
> ID:10, Address:0, Data:1, Time:8054
> ID:8, Address:0, Data:3595, Time:8055
> ID:9, Address:0, Data:3602, Time:8056
> ID:11, Address:0, Data:19, Time:8057
> ID:10, Address:0, Data:2, Time:8058
> ID:11, Address:0, Data:29, Time:8059
> ID:10, Address:0, Data:1, Time:8060
> ID:11, Address:0, Data:39, Time:8061
> ID:10, Address:0, Data:2, Time:8062
> ID:11, Address:0, Data:47, Time:8063
> ID:10, Address:0, Data:2, Time:8064
> ID:11, Address:0, Data:149, Time:8065
> ID:10, Address:0, Data:1, Time:8066
> ID:11, Address:0, Data:240, Time:8067
> ID:10, Address:0, Data:1, Time:8068
> ID:11, Address:0, Data:255, Time:8069
> ID:10, Address:0, Data:2, Time:8070
> ID:8, Address:0, Data:3689, Time:8071
> ID:9, Address:0, Data:3696, Time:8072
> ID:11, Address:0, Data:10, Time:8073
> ID:10, Address:0, Data:1, Time:8074
> ID:11, Address:0, Data:11, Time:8075
> ID:10, Address:0, Data:2, Time:8076
> ID:11, Address:0, Data:29, Time:8077
> ID:10, Address:0, Data:1, Time:8078
> ID:11, Address:0, Data:45, Time:8079
> ID:10, Address:0, Data:2, Time:8080
> ID:11, Address:0, Data:105, Time:8081
> ID:10, Address:0, Data:2, Time:8082
> ID:11, Address:0, Data:180, Time:8083
> ID:10, Address:0, Data:2, Time:8084
> ID:11, Address:0, Data:231, Time:8085
> ID:10, Address:0, Data:2, Time:8086
> ID:8, Address:0, Data:3696, Time:8087
> ID:9, Address:0, Data:3698, Time:8088
> ID:11, Address:0, Data:29, Time:8089
> ID:10, Address:0, Data:1, Time:8090
> ID:11, Address:0, Data:113, Time:8091
> ID:10, Address:0, Data:2, Time:8092
> ID:8, Address:0, Data:3698, Time:8093
> ID:9, Address:0, Data:3717, Time:8094
> ID:11, Address:0, Data:10, Time:8095
> ID:10, Address:0, Data:1, Time:8096
> ID:11, Address:0, Data:19, Time:8097
> ID:10, Address:0, Data:2, Time:8098
> ID:11, Address:0, Data:21, Time:8099
> ID:10, Address:0, Data:2, Time:8100
> ID:11, Address:0, Data:29, Time:8101
> ID:10, Address:0, Data:1, Time:8102
> ID:11, Address:0, Data:45, Time:8103
> ID:10, Address:0, Data:2, Time:8104
> ID:11, Address:0, Data:52, Time:8105
> ID:10, Address:0, Data:2, Time:8106
> ID:11, Address:0, Data:69, Time:8107
> ID:10, Address:0, Data:1, Time:8108
> ID:11, Address:0, Data:72, Time:8109
> ID:10, Address:0, Data:2, Time:8110
> ID:11, Address:0, Data:85, Time:8111
> ID:10, Address:0, Data:2, Time:8112
> ID:11, Address:0, Data:86, Time:8113
> ID:10, Address:0, Data:2, Time:8114
> ID:11, Address:0, Data:87, Time:8115
> ID:10, Address:0, Data:1, Time:8116
> ID:11, Address:0, Data:96, Time:8117
> ID:10, Address:0, Data:2, Time:8118
> ID:11, Address:0, Data:141, Time:8119
> ID:10, Address:0, Data:1, Time:8120
> ID:11, Address:0, Data:170, Time:8121
> ID:10, Address:0, Data:2, Time:8122
> ID:11, Address:0, Data:207, Time:8123
> ID:10, Address:0, Data:2, Time:8124
> ID:11, Address:0, Data:214, Time:8125
> ID:10, Address:0, Data:2, Time:8126
> ID:11, Address:0, Data:220, Time:8127
> ID:10, Address:0, Data:1, Time:8128
> ID:11, Address:0, Data:237, Time:8129
> ID:10, Address:0, Data:2, Time:8130
> ID:11, Address:0, Data:240, Time:8131
> ID:10, Address:0, Data:1, Time:8132
> ID:8, Address:0, Data:3717, Time:8133
> ID:9, Address:0, Data:3738, Time:8134
> ID:11, Address:0, Data:19, Time:8135
> ID:10, Address:0, Data:2, Time:8136
> ID:11, Address:0, Data:29, Time:8137
> ID:10, Address:0, Data:1, Time:8138
> ID:11, Address:0, Data:40, Time:8139
> ID:10, Address:0, Data:2, Time:8140
> ID:11, Address:0, Data:45, Time:8141
> ID:10, Address:0, Data:2, Time:8142
> ID:11, Address:0, Data:56, Time:8143
> ID:10, Address:0, Data:1, Time:8144
> ID:11, Address:0, Data:69, Time:8145
> ID:10, Address:0, Data:1, Time:8146
> ID:11, Address:0, Data:72, Time:8147
> ID:10, Address:0, Data:2, Time:8148
> ID:11, Address:0, Data:82, Time:8149
> ID:10, Address:0, Data:2, Time:8150
> ID:11, Address:0, Data:96, Time:8151
> ID:10, Address:0, Data:2, Time:8152
> ID:11, Address:0, Data:101, Time:8153
> ID:10, Address:0, Data:1, Time:8154
> ID:11, Address:0, Data:105, Time:8155
> ID:10, Address:0, Data:2, Time:8156
> ID:11, Address:0, Data:116, Time:8157
> ID:10, Address:0, Data:2, Time:8158
> ID:11, Address:0, Data:145, Time:8159
> ID:10, Address:0, Data:1, Time:8160
> ID:11, Address:0, Data:160, Time:8161
> ID:10, Address:0, Data:2, Time:8162
> ID:11, Address:0, Data:164, Time:8163
> ID:10, Address:0, Data:2, Time:8164
> ID:11, Address:0, Data:198, Time:8165
> ID:10, Address:0, Data:1, Time:8166
> ID:11, Address:0, Data:204, Time:8167
> ID:10, Address:0, Data:2, Time:8168
> ID:11, Address:0, Data:206, Time:8169
> ID:10, Address:0, Data:2, Time:8170
> ID:11, Address:0, Data:220, Time:8171
> ID:10, Address:0, Data:1, Time:8172
> ID:11, Address:0, Data:226, Time:8173
> ID:10, Address:0, Data:2, Time:8174
> ID:11, Address:0, Data:246, Time:8175
> ID:10, Address:0, Data:2, Time:8176
> ID:8, Address:0, Data:3738, Time:8177
> ID:9, Address:0, Data:3746, Time:8178
> ID:11, Address:0, Data:10, Time:8179
> ID:10, Address:0, Data:1, Time:8180
> ID:11, Address:0, Data:67, Time:8181
> ID:10, Address:0, Data:2, Time:8182
> ID:11, Address:0, Data:75, Time:8183
> ID:10, Address:0, Data:2, Time:8184
> ID:11, Address:0, Data:89, Time:8185
> ID:10, Address:0, Data:2, Time:8186
> ID:11, Address:0, Data:159, Time:8187
> ID:10, Address:0, Data:2, Time:8188
> ID:11, Address:0, Data:198, Time:8189
> ID:10, Address:0, Data:1, Time:8190
> ID:11, Address:0, Data:225, Time:8191
> ID:10, Address:0, Data:2, Time:8192
> ID:11, Address:0, Data:232, Time:8193
> ID:10, Address:0, Data:3, Time:8194
> ID:8, Address:0, Data:3746, Time:8195
> ID:9, Address:0, Data:3754, Time:8196
> ID:11, Address:0, Data:10, Time:8197
> ID:10, Address:0, Data:1, Time:8198
> ID:11, Address:0, Data:66, Time:8199
> ID:10, Address:0, Data:1, Time:8200
> ID:11, Address:0, Data:72, Time:8201
> ID:10, Address:0, Data:2, Time:8202
> ID:11, Address:0, Data:96, Time:8203
> ID:10, Address:0, Data:2, Time:8204
> ID:11, Address:0, Data:137, Time:8205
> ID:10, Address:0, Data:2, Time:8206
> ID:11, Address:0, Data:145, Time:8207
> ID:10, Address:0, Data:1, Time:8208
> ID:11, Address:0, Data:146, Time:8209
> ID:10, Address:0, Data:2, Time:8210
> ID:11, Address:0, Data:207, Time:8211
> ID:10, Address:0, Data:2, Time:8212
> ID:8, Address:0, Data:3754, Time:8213
> ID:9, Address:0, Data:3755, Time:8214
> ID:11, Address:0, Data:29, Time:8215
> ID:10, Address:0, Data:1, Time:8216
> ID:8, Address:0, Data:3756, Time:8217
> ID:9, Address:0, Data:3757, Time:8218
> ID:11, Address:0, Data:29, Time:8219
> ID:10, Address:0, Data:1, Time:8220
> ID:8, Address:0, Data:3757, Time:8221
> ID:9, Address:0, Data:3805, Time:8222
> ID:11, Address:0, Data:4, Time:8223
> ID:10, Address:0, Data:2, Time:8224
> ID:11, Address:0, Data:5, Time:8225
> ID:10, Address:0, Data:2, Time:8226
> ID:11, Address:0, Data:8, Time:8227
> ID:10, Address:0, Data:1, Time:8228
> ID:11, Address:0, Data:10, Time:8229
> ID:10, Address:0, Data:1, Time:8230
> ID:11, Address:0, Data:19, Time:8231
> ID:10, Address:0, Data:2, Time:8232
> ID:11, Address:0, Data:21, Time:8233
> ID:10, Address:0, Data:2, Time:8234
> ID:11, Address:0, Data:29, Time:8235
> ID:10, Address:0, Data:1, Time:8236
> ID:11, Address:0, Data:31, Time:8237
> ID:10, Address:0, Data:1, Time:8238
> ID:11, Address:0, Data:45, Time:8239
> ID:10, Address:0, Data:2, Time:8240
> ID:11, Address:0, Data:51, Time:8241
> ID:10, Address:0, Data:2, Time:8242
> ID:11, Address:0, Data:61, Time:8243
> ID:10, Address:0, Data:2, Time:8244
> ID:11, Address:0, Data:62, Time:8245
> ID:10, Address:0, Data:2, Time:8246
> ID:11, Address:0, Data:66, Time:8247
> ID:10, Address:0, Data:1, Time:8248
> ID:11, Address:0, Data:69, Time:8249
> ID:10, Address:0, Data:1, Time:8250
> ID:11, Address:0, Data:72, Time:8251
> ID:10, Address:0, Data:2, Time:8252
> ID:11, Address:0, Data:75, Time:8253
> ID:10, Address:0, Data:2, Time:8254
> ID:11, Address:0, Data:84, Time:8255
> ID:10, Address:0, Data:2, Time:8256
> ID:11, Address:0, Data:98, Time:8257
> ID:10, Address:0, Data:2, Time:8258
> ID:11, Address:0, Data:101, Time:8259
> ID:10, Address:0, Data:1, Time:8260
> ID:11, Address:0, Data:105, Time:8261
> ID:10, Address:0, Data:2, Time:8262
> ID:11, Address:0, Data:113, Time:8263
> ID:10, Address:0, Data:2, Time:8264
> ID:11, Address:0, Data:116, Time:8265
> ID:10, Address:0, Data:2, Time:8266
> ID:11, Address:0, Data:125, Time:8267
> ID:10, Address:0, Data:1, Time:8268
> ID:11, Address:0, Data:128, Time:8269
> ID:10, Address:0, Data:2, Time:8270
> ID:11, Address:0, Data:138, Time:8271
> ID:10, Address:0, Data:2, Time:8272
> ID:11, Address:0, Data:145, Time:8273
> ID:10, Address:0, Data:1, Time:8274
> ID:11, Address:0, Data:154, Time:8275
> ID:10, Address:0, Data:2, Time:8276
> ID:11, Address:0, Data:155, Time:8277
> ID:10, Address:0, Data:2, Time:8278
> ID:11, Address:0, Data:158, Time:8279
> ID:10, Address:0, Data:2, Time:8280
> ID:11, Address:0, Data:159, Time:8281
> ID:10, Address:0, Data:2, Time:8282
> ID:11, Address:0, Data:180, Time:8283
> ID:10, Address:0, Data:2, Time:8284
> ID:11, Address:0, Data:181, Time:8285
> ID:10, Address:0, Data:2, Time:8286
> ID:11, Address:0, Data:183, Time:8287
> ID:10, Address:0, Data:2, Time:8288
> ID:11, Address:0, Data:185, Time:8289
> ID:10, Address:0, Data:2, Time:8290
> ID:11, Address:0, Data:195, Time:8291
> ID:10, Address:0, Data:2, Time:8292
> ID:11, Address:0, Data:198, Time:8293
> ID:10, Address:0, Data:1, Time:8294
> ID:11, Address:0, Data:203, Time:8295
> ID:10, Address:0, Data:2, Time:8296
> ID:11, Address:0, Data:206, Time:8297
> ID:10, Address:0, Data:2, Time:8298
> ID:11, Address:0, Data:207, Time:8299
> ID:10, Address:0, Data:2, Time:8300
> ID:11, Address:0, Data:209, Time:8301
> ID:10, Address:0, Data:2, Time:8302
> ID:11, Address:0, Data:213, Time:8303
> ID:10, Address:0, Data:2, Time:8304
> ID:11, Address:0, Data:216, Time:8305
> ID:10, Address:0, Data:2, Time:8306
> ID:11, Address:0, Data:221, Time:8307
> ID:10, Address:0, Data:1, Time:8308
> ID:11, Address:0, Data:222, Time:8309
> ID:10, Address:0, Data:2, Time:8310
> ID:11, Address:0, Data:232, Time:8311
> ID:10, Address:0, Data:3, Time:8312
> ID:11, Address:0, Data:240, Time:8313
> ID:10, Address:0, Data:1, Time:8314
> ID:11, Address:0, Data:250, Time:8315
> ID:10, Address:0, Data:1, Time:8316
> ID:11, Address:0, Data:254, Time:8317
> ID:10, Address:0, Data:2, Time:8318
> ID:8, Address:0, Data:3825, Time:8319
> ID:9, Address:0, Data:3833, Time:8320
> ID:11, Address:0, Data:10, Time:8321
> ID:10, Address:0, Data:1, Time:8322
> ID:11, Address:0, Data:45, Time:8323
> ID:10, Address:0, Data:2, Time:8324
> ID:11, Address:0, Data:82, Time:8325
> ID:10, Address:0, Data:2, Time:8326
> ID:11, Address:0, Data:113, Time:8327
> ID:10, Address:0, Data:2, Time:8328
> ID:11, Address:0, Data:170, Time:8329
> ID:10, Address:0, Data:2, Time:8330
> ID:11, Address:0, Data:183, Time:8331
> ID:10, Address:0, Data:2, Time:8332
> ID:11, Address:0, Data:251, Time:8333
> ID:10, Address:0, Data:2, Time:8334
> ID:11, Address:0, Data:255, Time:8335
> ID:10, Address:0, Data:2, Time:8336
> ID:8, Address:0, Data:3833, Time:8337
> ID:9, Address:0, Data:3840, Time:8338
> ID:11, Address:0, Data:5, Time:8339
> ID:10, Address:0, Data:2, Time:8340
> ID:11, Address:0, Data:9, Time:8341
> ID:10, Address:0, Data:1, Time:8342
> ID:11, Address:0, Data:33, Time:8343
> ID:10, Address:0, Data:2, Time:8344
> ID:11, Address:0, Data:39, Time:8345
> ID:10, Address:0, Data:2, Time:8346
> ID:11, Address:0, Data:87, Time:8347
> ID:10, Address:0, Data:1, Time:8348
> ID:11, Address:0, Data:101, Time:8349
> ID:10, Address:0, Data:1, Time:8350
> ID:11, Address:0, Data:114, Time:8351
> ID:10, Address:0, Data:2, Time:8352
> ID:8, Address:0, Data:3840, Time:8353
> ID:9, Address:0, Data:3844, Time:8354
> ID:11, Address:0, Data:22, Time:8355
> ID:10, Address:0, Data:2, Time:8356
> ID:11, Address:0, Data:29, Time:8357
> ID:10, Address:0, Data:1, Time:8358
> ID:11, Address:0, Data:104, Time:8359
> ID:10, Address:0, Data:2, Time:8360
> ID:11, Address:0, Data:214, Time:8361
> ID:10, Address:0, Data:2, Time:8362
> ID:8, Address:0, Data:3844, Time:8363
> ID:9, Address:0, Data:3881, Time:8364
> ID:11, Address:0, Data:1, Time:8365
> ID:10, Address:0, Data:2, Time:8366
> ID:11, Address:0, Data:5, Time:8367
> ID:10, Address:0, Data:2, Time:8368
> ID:11, Address:0, Data:6, Time:8369
> ID:10, Address:0, Data:1, Time:8370
> ID:11, Address:0, Data:9, Time:8371
> ID:10, Address:0, Data:1, Time:8372
> ID:11, Address:0, Data:19, Time:8373
> ID:10, Address:0, Data:2, Time:8374
> ID:11, Address:0, Data:22, Time:8375
> ID:10, Address:0, Data:2, Time:8376
> ID:11, Address:0, Data:29, Time:8377
> ID:10, Address:0, Data:1, Time:8378
> ID:11, Address:0, Data:31, Time:8379
> ID:10, Address:0, Data:1, Time:8380
> ID:11, Address:0, Data:42, Time:8381
> ID:10, Address:0, Data:2, Time:8382
> ID:11, Address:0, Data:45, Time:8383
> ID:10, Address:0, Data:2, Time:8384
> ID:11, Address:0, Data:51, Time:8385
> ID:10, Address:0, Data:2, Time:8386
> ID:11, Address:0, Data:56, Time:8387
> ID:10, Address:0, Data:1, Time:8388
> ID:11, Address:0, Data:63, Time:8389
> ID:10, Address:0, Data:2, Time:8390
> ID:11, Address:0, Data:66, Time:8391
> ID:10, Address:0, Data:1, Time:8392
> ID:11, Address:0, Data:67, Time:8393
> ID:10, Address:0, Data:2, Time:8394
> ID:11, Address:0, Data:72, Time:8395
> ID:10, Address:0, Data:2, Time:8396
> ID:11, Address:0, Data:82, Time:8397
> ID:10, Address:0, Data:2, Time:8398
> ID:11, Address:0, Data:93, Time:8399
> ID:10, Address:0, Data:2, Time:8400
> ID:11, Address:0, Data:96, Time:8401
> ID:10, Address:0, Data:2, Time:8402
> ID:11, Address:0, Data:101, Time:8403
> ID:10, Address:0, Data:1, Time:8404
> ID:11, Address:0, Data:104, Time:8405
> ID:10, Address:0, Data:2, Time:8406
> ID:11, Address:0, Data:116, Time:8407
> ID:10, Address:0, Data:2, Time:8408
> ID:11, Address:0, Data:123, Time:8409
> ID:10, Address:0, Data:2, Time:8410
> ID:11, Address:0, Data:138, Time:8411
> ID:10, Address:0, Data:2, Time:8412
> ID:11, Address:0, Data:141, Time:8413
> ID:10, Address:0, Data:1, Time:8414
> ID:11, Address:0, Data:142, Time:8415
> ID:10, Address:0, Data:1, Time:8416
> ID:11, Address:0, Data:145, Time:8417
> ID:10, Address:0, Data:1, Time:8418
> ID:11, Address:0, Data:162, Time:8419
> ID:10, Address:0, Data:1, Time:8420
> ID:11, Address:0, Data:182, Time:8421
> ID:10, Address:0, Data:1, Time:8422
> ID:11, Address:0, Data:188, Time:8423
> ID:10, Address:0, Data:2, Time:8424
> ID:11, Address:0, Data:198, Time:8425
> ID:10, Address:0, Data:1, Time:8426
> ID:11, Address:0, Data:213, Time:8427
> ID:10, Address:0, Data:2, Time:8428
> ID:11, Address:0, Data:214, Time:8429
> ID:10, Address:0, Data:2, Time:8430
> ID:11, Address:0, Data:215, Time:8431
> ID:10, Address:0, Data:2, Time:8432
> ID:11, Address:0, Data:221, Time:8433
> ID:10, Address:0, Data:1, Time:8434
> ID:11, Address:0, Data:224, Time:8435
> ID:10, Address:0, Data:2, Time:8436
> ID:11, Address:0, Data:254, Time:8437
> ID:10, Address:0, Data:2, Time:8438
> ID:8, Address:0, Data:3881, Time:8439
> ID:9, Address:0, Data:3882, Time:8440
> ID:11, Address:0, Data:29, Time:8441
> ID:10, Address:0, Data:1, Time:8442
> ID:8, Address:0, Data:3930, Time:8443
> ID:9, Address:0, Data:3940, Time:8444
> ID:11, Address:0, Data:5, Time:8445
> ID:10, Address:0, Data:2, Time:8446
> ID:11, Address:0, Data:29, Time:8447
> ID:10, Address:0, Data:1, Time:8448
> ID:11, Address:0, Data:31, Time:8449
> ID:10, Address:0, Data:1, Time:8450
> ID:11, Address:0, Data:45, Time:8451
> ID:10, Address:0, Data:2, Time:8452
> ID:11, Address:0, Data:69, Time:8453
> ID:10, Address:0, Data:1, Time:8454
> ID:11, Address:0, Data:75, Time:8455
> ID:10, Address:0, Data:2, Time:8456
> ID:11, Address:0, Data:96, Time:8457
> ID:10, Address:0, Data:2, Time:8458
> ID:11, Address:0, Data:130, Time:8459
> ID:10, Address:0, Data:2, Time:8460
> ID:11, Address:0, Data:204, Time:8461
> ID:10, Address:0, Data:2, Time:8462
> ID:11, Address:0, Data:221, Time:8463
> ID:10, Address:0, Data:1, Time:8464
> ID:8, Address:0, Data:3941, Time:8465
> ID:9, Address:0, Data:3944, Time:8466
> ID:11, Address:0, Data:29, Time:8467
> ID:10, Address:0, Data:1, Time:8468
> ID:11, Address:0, Data:32, Time:8469
> ID:10, Address:0, Data:2, Time:8470
> ID:11, Address:0, Data:74, Time:8471
> ID:10, Address:0, Data:2, Time:8472
> ID:8, Address:0, Data:3963, Time:8473
> ID:9, Address:0, Data:3966, Time:8474
> ID:11, Address:0, Data:29, Time:8475
> ID:10, Address:0, Data:1, Time:8476
> ID:11, Address:0, Data:88, Time:8477
> ID:10, Address:0, Data:2, Time:8478
> ID:11, Address:0, Data:225, Time:8479
> ID:10, Address:0, Data:2, Time:8480
> ID:8, Address:0, Data:3966, Time:8481
> ID:9, Address:0, Data:3974, Time:8482
> ID:11, Address:0, Data:29, Time:8483
> ID:10, Address:0, Data:1, Time:8484
> ID:11, Address:0, Data:63, Time:8485
> ID:10, Address:0, Data:2, Time:8486
> ID:11, Address:0, Data:127, Time:8487
> ID:10, Address:0, Data:3, Time:8488
> ID:11, Address:0, Data:155, Time:8489
> ID:10, Address:0, Data:2, Time:8490
> ID:11, Address:0, Data:159, Time:8491
> ID:10, Address:0, Data:2, Time:8492
> ID:11, Address:0, Data:183, Time:8493
> ID:10, Address:0, Data:2, Time:8494
> ID:11, Address:0, Data:214, Time:8495
> ID:10, Address:0, Data:2, Time:8496
> ID:11, Address:0, Data:254, Time:8497
> ID:10, Address:0, Data:2, Time:8498
> ID:8, Address:0, Data:3974, Time:8499
> ID:9, Address:0, Data:3985, Time:8500
> ID:11, Address:0, Data:10, Time:8501
> ID:10, Address:0, Data:1, Time:8502
> ID:11, Address:0, Data:51, Time:8503
> ID:10, Address:0, Data:2, Time:8504
> ID:11, Address:0, Data:67, Time:8505
> ID:10, Address:0, Data:2, Time:8506
> ID:11, Address:0, Data:75, Time:8507
> ID:10, Address:0, Data:2, Time:8508
> ID:11, Address:0, Data:101, Time:8509
> ID:10, Address:0, Data:1, Time:8510
> ID:11, Address:0, Data:116, Time:8511
> ID:10, Address:0, Data:2, Time:8512
> ID:11, Address:0, Data:142, Time:8513
> ID:10, Address:0, Data:1, Time:8514
> ID:11, Address:0, Data:177, Time:8515
> ID:10, Address:0, Data:2, Time:8516
> ID:11, Address:0, Data:187, Time:8517
> ID:10, Address:0, Data:2, Time:8518
> ID:11, Address:0, Data:214, Time:8519
> ID:10, Address:0, Data:2, Time:8520
> ID:11, Address:0, Data:217, Time:8521
> ID:10, Address:0, Data:2, Time:8522
> ID:8, Address:0, Data:4012, Time:8523
